source,title,book,review_id,score,sentence_id,unique_review_id,sentence,label
ReLi-Orwell.txt,False,1984,0,5.0,102583,ReLi-Orwell_1984_0,""" Um ótimo livro , além de ser um ótimo alerta para uma potencial distopia , em contraponto a utopia tão sonhada por os homens de o medievo e início de a modernidade .",positive
ReLi-Orwell.txt,False,1984,0,5.0,102622,ReLi-Orwell_1984_0,"O devaneio de uma sociedade perfeita e fraterna , deu lugar a a perspectiva de o extremo totalitarismo , em a qual até a liberdade de opinião , inclusive a não expressada , é perseguido como pensamento-crime .",neutral
ReLi-Orwell.txt,False,1984,0,5.0,102692,ReLi-Orwell_1984_0,"Sabe - se muito bem que este pessimismo vigente em a data de lançamento de o livro se deu devido a a duas guerras mundiais , em a qual uma a pouco findara , ditaduras de Franco e Salazar em a península ibérica , o fascismo pregado por Hitler e Mussolini , a revolução social Chinesa , além de a malfadada traição cometida por o famigerado Joseph Stalin .",negative
ReLi-Orwell.txt,False,1984,0,5.0,102742,ReLi-Orwell_1984_0,"Prefiro restringir meu comentário sobre o livro A as breves linhas acima , em respeito a os futuros leitores , mas aconselho o livro tanto como uma leitura "" lúdica "" quando como um questionamento sobre os limites de a insanidade humana em busca de o poder . """,positive
ReLi-Orwell.txt,False,1984,0,5.0,102750,ReLi-Orwell_1984_0,"O Poder por o Poder "" !",neutral
ReLi-Orwell.txt,True,1984,1,0.0,102758,ReLi-Orwell_1984_1,Orwell em Apogeu,neutral
ReLi-Orwell.txt,False,1984,1,0.0,102783,ReLi-Orwell_1984_1,A trama se passa em um futuro fictício - 1984 - em que o mundo é dominado por três grandes nações socialistas .,negative
ReLi-Orwell.txt,False,1984,1,0.0,102802,ReLi-Orwell_1984_1,"Em elas , o livre pensamento é uma abominação , e a liberdade é um ideal pútrido .",neutral
ReLi-Orwell.txt,False,1984,1,0.0,102851,ReLi-Orwell_1984_1,"Em meio a esse cenário sombrio , o membro de o partido Winston encontra - se com as idéias liberais , e por aí se desenrola a história : Um romance intrigante e dinâmico , repleto de críticas a o modo de governo de a Rússia stalinista .",mixed
ReLi-Orwell.txt,False,1984,1,0.0,102892,ReLi-Orwell_1984_1,"Não obstante , Orwell vai além , repensando a própria natureza humana em pontos críticos : A dinâmica de as classes , a procura essencial por a razão e por a liberdade e os conflitos que esses eventos geram .",neutral
ReLi-Orwell.txt,True,1984,2,5.0,102900,ReLi-Orwell_1984_2,O grande irmão,neutral
ReLi-Orwell.txt,False,1984,2,5.0,102933,ReLi-Orwell_1984_2,"Um de os meus preferido , li duas vezes , em momentos bem diferentes , e e cada leitura permite novas interpretações , ainda mais em tempos de big brother .",positive
ReLi-Orwell.txt,False,1984,2,5.0,102940,ReLi-Orwell_1984_2,pretendo reler ( este merece !,positive
ReLi-Orwell.txt,False,1984,2,5.0,102942,ReLi-Orwell_1984_2,),positive
ReLi-Orwell.txt,False,1984,3,4.0,102982,ReLi-Orwell_1984_3,Só consegui pensar em uma única coisa durante toda a leitura de o livro : o quanto o Estado descrito em a obra se assemelha a a religião em os dias atuais .,neutral
ReLi-Orwell.txt,True,1984,4,5.0,102997,ReLi-Orwell_1984_4,Um autor inumano e os lados de um só extremo,neutral
ReLi-Orwell.txt,False,1984,4,5.0,103062,ReLi-Orwell_1984_4,"Nunca gostei muito de me aprofundar em assuntos políticos , apesar de ter muitos amigos engajados em esse assunto ( e até mesmo militantes ) , mas o mérito histórico que 1984 apresenta me fez dar o primeiro impulso por as primeiras páginas de um de os livros que mais me instigam a escrita , que mais me instigam o estudo antropológico .",positive
ReLi-Orwell.txt,False,1984,4,5.0,103085,ReLi-Orwell_1984_4,George Orwell consegue mostrar que uma história vista de fora pode ser muito menos influenciável que uma história vista por dentro .,neutral
ReLi-Orwell.txt,False,1984,4,5.0,103106,ReLi-Orwell_1984_4,"Apesar de a narrativa extra-enredo , o que envolve são as relações de ele com os personagens e temas .",neutral
ReLi-Orwell.txt,False,1984,4,5.0,103123,ReLi-Orwell_1984_4,Você se aprofunda por conta própria e quando vê se sente parte de aquele esquema .,neutral
ReLi-Orwell.txt,False,1984,4,5.0,103143,ReLi-Orwell_1984_4,"George Orwell seria como um deus , olhando para uma sociedade , analisando e descrevendo sem dar opinião .",neutral
ReLi-Orwell.txt,False,1984,4,5.0,103161,ReLi-Orwell_1984_4,"A opinião é você quem explora , e a suposição de analogia é você quem faz .",neutral
ReLi-Orwell.txt,False,1984,4,5.0,103208,ReLi-Orwell_1984_4,"Enquanto fui lendo , fui tendo aversão a um governo que não necessariamente se parece com o que eu vivo governado por , mas que parece ser real por o fato de a inexistência de a unicidade e de a simplicidade dentro de qualquer sistema .",neutral
ReLi-Orwell.txt,False,1984,4,5.0,103224,ReLi-Orwell_1984_4,Orwell mostra que é possível um governo totalitário extremista ter vários lados de pensamento .,neutral
ReLi-Orwell.txt,False,1984,4,5.0,103265,ReLi-Orwell_1984_4,"Me decepcionei com o romance que em o começo parece ser inútil pro desenrolar de a história , mas em o final fui percebendo ... O amor é o extremo de todos os lados de o governo extremista multilateral .",negative
ReLi-Orwell.txt,False,1984,4,5.0,103273,ReLi-Orwell_1984_4,É o cerne de a submissão .,neutral
ReLi-Orwell.txt,False,1984,4,5.0,103282,ReLi-Orwell_1984_4,É o que faz tudo ficar bem .,neutral
ReLi-Orwell.txt,False,1984,4,5.0,103289,ReLi-Orwell_1984_4,"Ótimo livro , nunca desistam .",positive
ReLi-Orwell.txt,False,1984,4,5.0,103314,ReLi-Orwell_1984_4,"Tem capítulos mais cansativos que outros , mas espere , que com certeza depois de 3 capítulos a história pode ter mudado completamente .",mixed
ReLi-Orwell.txt,True,1984,5,5.0,103320,ReLi-Orwell_1984_5,1984,neutral
ReLi-Orwell.txt,False,1984,5,5.0,103333,ReLi-Orwell_1984_5,""" Até em as moedas os olhos perseguiam a pessoa .",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103368,ReLi-Orwell_1984_5,"Em as moedas , em os selos , em as capas de os livros , em bandeiras , em cartazes e em as embalagens de os maços de cigarro - em toda parte .",negative
ReLi-Orwell.txt,False,1984,5,5.0,103383,ReLi-Orwell_1984_5,Sempre aqueles olhos observando a pessoa e a voz a envolvê - la .,negative
ReLi-Orwell.txt,False,1984,5,5.0,103410,ReLi-Orwell_1984_5,"Dormindo ou acordada , trabalhando ou comendo , dentro ou fora de casa , em o banho ou em a cama - não havia saída .",negative
ReLi-Orwell.txt,False,1984,5,5.0,103431,ReLi-Orwell_1984_5,"Com exceção de os poucos centímetros que cada um possuía dentro de o crânio , ninguém tinha nada seu .",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103455,ReLi-Orwell_1984_5,""" ( pág 38 ) Confesso que ainda estou meio em estado de choque depois de o contato que tive com 1984 .",positive
ReLi-Orwell.txt,False,1984,5,5.0,103479,ReLi-Orwell_1984_5,"Não , eu não vivo em um mundo de fantasia e não me assustaram os fatos em si narrados em o livro .",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103540,ReLi-Orwell_1984_5,"O que me assustou , comoveu e intrigou é o fato de um livro , que foi publicado por a primeira em 1949 , que narra como seria a vida de as pessoas , as nossas vidas 35 anos a a frente , ter uma mensagem tão pertinente e cabível para os tempos de hoje , 63 anos depois !",positive
ReLi-Orwell.txt,False,1984,5,5.0,103574,ReLi-Orwell_1984_5,"Através de Winston , George Orwell em os conta a história de uma população Governada por um Estado totalitarista a o extremo , onde todos os passos e até pensamentos são controlados .",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103603,ReLi-Orwell_1984_5,"O cenário criado por o autor é sombrio , assustador e transmite uma total falta de liberdade e privacidade que eu jamais fui capaz sequer de imaginar !",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103680,ReLi-Orwell_1984_5,"Winston , um jovem que nem consegue se lembrar a o certo quantos anos tem , achava que tinha 39 anos e trabalhava em o Departamento de Documentação e era responsável por "" reescrever "" a história , uma vez que ela era modificada de acordo as vontades e interesses de o "" Grande Irmão "" , livros didáticos , revistas , jornais , tudo era modificado para atender a os interesses de o Partido .",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103733,ReLi-Orwell_1984_5,"A vida de ele resumia - se em trabalhar , ir para casa , participar de reuniões comunitárias , e tudo isso sendo sempre acompanhado por a teletela , uma espécie de televisão existente em todos os lugares que ficava permanentemente ligada e vigiava cada passo dado , cada palavra dita .",negative
ReLi-Orwell.txt,False,1984,5,5.0,103763,ReLi-Orwell_1984_5,"A teletela também transmitiam os comunicados oficiais de o Partido , informando sobre a guerra ou com atividades físicas que deviam ser acompanhadas por todos , sem exceção !",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103819,ReLi-Orwell_1984_5,"Porém Winston não era um membro comum , ele odiava o Partido e o Grande Irmão e seus pensamentos não estavam de acordo com o que mandava o regime totalitário , não se conformava com a forma com que as coisas aconteciam e tentava transcrever tudo isso em um diário que havia comprado ilegalmente .",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103859,ReLi-Orwell_1984_5,"Os casamentos em Londres só eram possíveis para fim de procriação , o casal só se unia com esse objetivo , porém Winston de uniu secretamente a Júlia e planejavam alguma forma de se rebelarem contra o Partido .",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103874,ReLi-Orwell_1984_5,E isso é muito perigoso pois o inimigo pode estar em qualquer lugar !,neutral
ReLi-Orwell.txt,False,1984,5,5.0,103915,ReLi-Orwell_1984_5,"George Orwell reconstrói uma sociedade que pode ser reconhecida por qualquer um de nós , a forma como o governo age em relação A A uma guerra que só existe para manter o povo submisso e "" protegido "" .",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103917,ReLi-Orwell_1984_5,"""",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103939,ReLi-Orwell_1984_5,A guerra devora o excedente de bens e contribui para preservar a atmosfera mental que convêm a uma sociedade hierárquica .,neutral
ReLi-Orwell.txt,False,1984,5,5.0,103944,ReLi-Orwell_1984_5,""" ( pág .",neutral
ReLi-Orwell.txt,False,1984,5,5.0,103969,ReLi-Orwell_1984_5,235 ) É incrível como alguns conceitos criados por o autor aparecem atualmente em a nossa vida cotidiana como por exemplo a Novafala .,positive
ReLi-Orwell.txt,False,1984,5,5.0,104006,ReLi-Orwell_1984_5,"Uma língua que tem por objetivo fazer com que fossem banidos todos os pensamentos hereges que eram possíveis em a velha fala , achei isso muito interessante por que ele recriou toda uma estrutura linguística !",positive
ReLi-Orwell.txt,False,1984,5,5.0,104042,ReLi-Orwell_1984_5,"O conceito de duplipensamento é também um de os pontos altos de a história pois o Partído e o Núcleo do Partido dependiam de o duplipensamento para se manterem em o "" poder "" .",neutral
ReLi-Orwell.txt,False,1984,5,5.0,104078,ReLi-Orwell_1984_5,São pensamentos e conceitos bem complexos mas que fascinam e nos fazem pensar como seria ter que contradizer a si mesmo o tempo todo e se fosse preciso ter que contradizer a própria contradição ?,neutral
ReLi-Orwell.txt,False,1984,5,5.0,104092,ReLi-Orwell_1984_5,"Nossa , acho qe fiquei meio lelé depois de ler esse livro !",neutral
ReLi-Orwell.txt,False,1984,5,5.0,104132,ReLi-Orwell_1984_5,"rsrsrs 1984 é um livro de idéias muito fortes , com uma narrativa que assustam por a riqueza de detalhes com que os fatos são descritos inclusive em situações de tortura sofridas por os que traiam o Partido !",neutral
ReLi-Orwell.txt,False,1984,5,5.0,104167,ReLi-Orwell_1984_5,"É uma distopia muito bem construída que foi , em a época de sua publicação muita criticada por algumas pessoas , confundida inclusive com uma sátira a os regimes totalitários de o passado .",positive
ReLi-Orwell.txt,False,1984,5,5.0,104196,ReLi-Orwell_1984_5,O livro tem uma diagramação simples em o que diz respeitos A as páginas internas porém a capa e a contra capa tem um charme todo especial .,positive
ReLi-Orwell.txt,False,1984,5,5.0,104230,ReLi-Orwell_1984_5,"O livro conta com o Posfácio que enriquecem muito a leitura e nos fazem perceber melhor um pouco mais de a história , funcionaram pra mim como um resumo de o livro !",positive
ReLi-Orwell.txt,False,1984,5,5.0,104238,ReLi-Orwell_1984_5,Se é que isso é possível !,neutral
ReLi-Orwell.txt,False,1984,5,5.0,104269,ReLi-Orwell_1984_5,"Eu indico o livro e acho que pra quem gosta de o gênero é leitura obrigatória , penso até que todas as distopias passaram por 1984 de George Orwell !",positive
ReLi-Orwell.txt,False,1984,5,5.0,104274,ReLi-Orwell_1984_5,Beijos Renata D' Eça,neutral
ReLi-Orwell.txt,True,1984,6,5.0,104298,ReLi-Orwell_1984_6,""" Quem controla o passado , controla o futuro ; Quem controla o presente , controla o passado """,neutral
ReLi-Orwell.txt,False,1984,6,5.0,104345,ReLi-Orwell_1984_6,"Me arrependi muito de não poder ter lido esse livro a alguns anos atras , seria considerado por mim um de os livros mais brilhantes de a face de a terra , hoje porém considero um assunto de o qual já me desgastou muito .",mixed
ReLi-Orwell.txt,False,1984,6,5.0,104383,ReLi-Orwell_1984_6,"George Orwell conseguiu trazer com uma visão futurista , uma realidade de fanatismo a o extremo , amor , ódio a o partido , manipulação de a verdade , mais afinal o que é a verdade ?",neutral
ReLi-Orwell.txt,False,1984,6,5.0,104412,ReLi-Orwell_1984_6,"Orwell conseguiu criar uma imagem distopica e assustadora de uma sociedade em um possível futuro que se parece totalmente real , não meras palavras em um papel .",neutral
ReLi-Orwell.txt,False,1984,6,5.0,104432,ReLi-Orwell_1984_6,"De o ponto de vista social , é uma verdadeira aula sobre a história e as relações sociais .",neutral
ReLi-Orwell.txt,False,1984,6,5.0,104484,ReLi-Orwell_1984_6,"As perguntas são sobre desde a sociedade descrita em o livro , as sociedades que passaram antes de nós , que conhecemos em os livros de história , até a nossa própria sociedade presente e indo além , passando para onde queremos chegar e onde estamos deixando nossa sociedade ir .",neutral
ReLi-Orwell.txt,False,1984,6,5.0,104487,ReLi-Orwell_1984_6,nanatateisi .,neutral
ReLi-Orwell.txt,False,1984,6,5.0,104490,ReLi-Orwell_1984_6,blogspot .,neutral
ReLi-Orwell.txt,False,1984,6,5.0,104492,ReLi-Orwell_1984_6,com.br,neutral
ReLi-Orwell.txt,True,1984,7,5.0,104516,ReLi-Orwell_1984_7,""" Quem controla o passado , controla o futuro ; Quem controla o presente , controla o passado """,neutral
ReLi-Orwell.txt,False,1984,7,5.0,104542,ReLi-Orwell_1984_7,"Um de os meus livros favoritos , pois , de certa forma , mudou meu modo de ver o mundo e suas ideologias .",positive
ReLi-Orwell.txt,False,1984,7,5.0,104560,ReLi-Orwell_1984_7,( talvez alguns trechos abaixo possam ser considerados spoiler ) A narrativa de Orwell é sufocante .,neutral
ReLi-Orwell.txt,False,1984,7,5.0,104611,ReLi-Orwell_1984_7,A sensação de estar sendo observado a todo momento e o modo de viver igual para todos a partir de um modelo imposto por o Estado prende e aterroriza o leitor de hoje a cada momento ( que acaba cometendo crimidéias a todo instante juntamente com o personagem ) .,neutral
ReLi-Orwell.txt,False,1984,7,5.0,104650,ReLi-Orwell_1984_7,"A pressão política e social existente contribui para que o romance "" bandido "" de Winston se torne , apesar de ser uma relação muito simplista , um de os mais bonitos que a literatura pode proporcionar .",mixed
ReLi-Orwell.txt,False,1984,7,5.0,104679,ReLi-Orwell_1984_7,"Mostra a valorização de cada ínfimo detalhe ( desde um passeio por o bosque , até um ato sexual que pode nunca mais vir a ocorrer ) .",neutral
ReLi-Orwell.txt,False,1984,7,5.0,104707,ReLi-Orwell_1984_7,"Além de isso , o livro suscita uma série de reflexões para aqueles que buscam mais de o que a altíssima qualidade literária de a obra .",positive
ReLi-Orwell.txt,False,1984,7,5.0,104744,ReLi-Orwell_1984_7,"O autor mostra uma sociedade distópica em minúcias , perpassando por a organização estatal , a adoração a a figura de um líder , os métodos de controle e até a criação de uma novilingua .",neutral
ReLi-Orwell.txt,False,1984,7,5.0,104758,ReLi-Orwell_1984_7,"Tudo gira em torno de manipulação , medo , controle e submissão .",neutral
ReLi-Orwell.txt,False,1984,7,5.0,104769,ReLi-Orwell_1984_7,Sociedade esta que é repudiada por o personagem principal .,neutral
ReLi-Orwell.txt,False,1984,7,5.0,104849,ReLi-Orwell_1984_7,"Mas a o apresentar o ideal rebelde de Goldstein , observa - se a genialidade de Orwell , que apresenta um modelo contrário a o totalitarismo de o Grande Irmão , mas não o completa , de modo a deixar que o leitor tire suas próprias conclusões se este modelo ideal poderia existir ou seria mais adequado de o que o modelo vigente ( predominantemente totalitarista , não tanto socialista quanto leva a crer uma primeira visão ) .",negative
ReLi-Orwell.txt,False,1984,7,5.0,104874,ReLi-Orwell_1984_7,"Em a visão de este que escreve , o livro de certa forma desconstrói o ideal francês de liberdade , igualdade e fraternidade .",neutral
ReLi-Orwell.txt,False,1984,7,5.0,104915,ReLi-Orwell_1984_7,"Em as circunstâncias atuais ( e talvez em um tempo futuro , como sugere o autor quando escreveu a obra ) é muito difícil haver igualdade com liberdade , ou que uma sociedade livre consiga ser formada por iguais .",neutral
ReLi-Orwell.txt,False,1984,7,5.0,104973,ReLi-Orwell_1984_7,"Talvez se a história fosse vista por o ângulo de Parsons , teríamos um relato de fé e de submissão em uma sociedade de iguais , em que ninguém precisa pensar , apenas existir de acordo com os ditames de um soberano protetor e objeto de temor , personificado em uma figura que provavelmente não exista .",neutral
ReLi-Orwell.txt,False,1984,7,5.0,105011,ReLi-Orwell_1984_7,"Entretanto , esta hipocrisia vai contra qualquer senso de racionalidade ou de humanidade , e é isso que motiva Winston a seguir em frente e lutar contra o sistema , ainda que a a sua maneira .",neutral
ReLi-Orwell.txt,False,1984,7,5.0,105026,ReLi-Orwell_1984_7,"Sem liberdade , não há racionalidade , e a vida perde o sentido .",neutral
ReLi-Orwell.txt,False,1984,7,5.0,105053,ReLi-Orwell_1984_7,"Já o li duas vezes , e cada leitura me proporcionou uma visão nova de o mundo de Winston ( e de o nosso ) .",positive
ReLi-Orwell.txt,False,1984,7,5.0,105073,ReLi-Orwell_1984_7,"Uma verdadeira obra prima que , apesar de ser ficção , não está muito distante de a realidade .",positive
ReLi-Orwell.txt,True,1984,8,5.0,105080,ReLi-Orwell_1984_8,Claustrofóbico !,neutral
ReLi-Orwell.txt,False,1984,8,5.0,105115,ReLi-Orwell_1984_8,""" Os dois objetivos de o partido são : primeiro , conquistar toda a superfície de a Terra , segundo , extinguir de uma vez por todas a possibilidade de pensamentos independente .",neutral
ReLi-Orwell.txt,False,1984,8,5.0,105130,ReLi-Orwell_1984_8,"Assim , há dois grandes problemas que o Partido se preocupa em resolver .",neutral
ReLi-Orwell.txt,False,1984,8,5.0,105166,ReLi-Orwell_1984_8,"Um é como descobrir o que um ser humano está pensando , a a revelia de ele ; outro é como matar várias centenas de milhões de pessoas em poucos segundos sem aviso prévio .",neutral
ReLi-Orwell.txt,False,1984,8,5.0,105175,ReLi-Orwell_1984_8,""" Assustador , aterrorizador e sombrio . """,positive
ReLi-Orwell.txt,False,1984,8,5.0,105199,ReLi-Orwell_1984_8,"1984 "" é uma obra que choca e causa certo pavor e desconforto em o leitor , já em as primeiras páginas .",positive
ReLi-Orwell.txt,False,1984,8,5.0,105251,ReLi-Orwell_1984_8,"Não há esperanças de um futuro colorido , tudo é cinza , frio e com gosto ruim , A liberdade não existe , a todo o momento as pessoas vivem sobre a supervisão de a teletela , uma espécie de aparelho que vigia até o suspiro de o ser humano .",neutral
